loan_amnt,term,installment,emp_length,home_ownership,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,log_annual_inc,fico_score,log_revol_bal,charged_off
8000,36,313.83,4,RENT,Not Verified,17-May,car,29.31,2003,15,0,56.5,28,Individual,0,0,4.5185271,692,4.212826586,0
8500,36,266.32,5,OWN,Not Verified,17-May,car,9.42,2002,13,0,41.3,27,Individual,5,0,5.037430482,722,4.311457168,0
10000,36,324.98,10,MORTGAGE,Source Verified,17-May,car,33,2006,13,0,33.5,23,Individual,1,0,4.857338528,667,3.962464046,0
18000,36,559.83,10,MORTGAGE,Not Verified,17-May,car,13.34,1997,11,0,19.3,29,Individual,3,0,4.949394886,692,3.670802284,0
6000,36,180.69,,MORTGAGE,Not Verified,17-May,car,3.25,2000,20,0,0.6,76,Individual,5,0,5.1903345,832,2.834420704,0
18000,36,593.49,10,RENT,Verified,17-May,car,12.53,2006,6,0,77.9,10,Individual,0,0,4.913819149,677,3.998564458,0
12000,60,285.42,4,MORTGAGE,Source Verified,17-May,car,12.71,1993,17,0,78.7,27,Individual,1,0,4.838855385,662,3.873785461,1
21150,60,667.36,10,RENT,Not Verified,17-May,car,15.12,1998,6,1,86.1,11,Individual,2,0,4.845104244,677,3.479431337,1
3000,36,90.35,,MORTGAGE,Not Verified,17-Apr,car,17.6,2002,9,1,4.9,16,Individual,1,1,4.895794576,742,3.211120541,0
6000,36,201.42,1,RENT,Source Verified,17-Apr,car,23.01,2011,16,0,15.4,29,Individual,0,0,4.602070849,707,3.603901832,0
8000,36,250.66,,MORTGAGE,Verified,17-May,car,14.55,1986,15,0,30.6,27,Individual,0,0,5.083506203,717,4.57054294,0
4500,36,158.19,2,OWN,Source Verified,17-Apr,car,8.94,2005,9,0,87.3,13,Individual,0,0,4.778158489,662,3.521007252,1
5000,36,164.62,5,MORTGAGE,Source Verified,17-Apr,car,25.96,2000,10,0,30.1,18,Individual,0,0,4.204147125,717,3.773127924,1
2000,36,62.67,5,MORTGAGE,Verified,17-Apr,car,17.86,1996,5,0,24.4,21,Individual,3,0,4.770859373,777,3.673481697,0
10000,36,324.98,,OWN,Verified,17-Apr,car,9.5,1982,19,0,0,40,Individual,4,0,4.911184252,722,0,0
10000,36,329.24,0,MORTGAGE,Not Verified,17-May,car,13.47,2004,11,0,11.9,40,Individual,4,0,4.653222165,662,3.641573253,0
12000,60,285.42,,RENT,Not Verified,17-Apr,car,20.08,1994,9,2,53.9,18,Individual,0,0,4.53149169,717,4.076385544,0
6000,36,186.61,1,OWN,Source Verified,17-Apr,car,20.22,2000,7,0,62.9,21,Individual,3,0,5.176094154,687,3.859258417,0
12000,36,410.08,0,OWN,Not Verified,17-Apr,car,8.02,1982,23,1,10.6,26,Individual,0,0,4.578742328,732,3.923140356,0
9000,36,296.53,5,MORTGAGE,Not Verified,17-Apr,car,19.99,1997,8,0,5.2,20,Individual,1,0,4.863328809,702,2.328379603,0
2400,36,79.14,,RENT,Verified,17-Apr,car,24.13,2006,5,1,62.9,10,Individual,0,0,4.681250285,667,3.421932813,1
8400,36,264.16,9,MORTGAGE,Not Verified,17-Apr,car,32.14,2006,7,0,64.6,14,Individual,0,0,4.602070849,707,4.307132191,0
8800,36,265.02,10,MORTGAGE,Source Verified,17-Apr,car,14.45,2003,10,0,45.7,33,Individual,5,0,5.217486576,752,4.982189795,0
5000,36,169.66,6,RENT,Source Verified,17-Apr,car,4.14,2006,8,0,6.9,33,Individual,0,0,4.921691677,752,3.600864036,0
9600,36,300.79,,RENT,Source Verified,17-Apr,car,2.18,1997,5,0,29.9,16,Individual,0,0,5.110593077,727,3.88098499,0
6025,36,198.37,7,OWN,Not Verified,17-Apr,car,19.45,1985,20,0,50,41,Individual,2,0,4.99211591,687,4.168733129,0
3000,36,98.78,10,MORTGAGE,Not Verified,17-Apr,car,20.17,1992,17,0,11.1,44,Individual,3,0,4.892100171,782,3.942057684,0
4000,36,131.89,7,RENT,Source Verified,17-Apr,car,26.26,2008,11,0,46.7,12,Individual,0,0,4.716011695,717,3.910143961,0
3500,36,110.07,10,OWN,Not Verified,17-Apr,car,21.11,1998,8,0,92,22,Individual,6,0,4.929403597,722,4.433801825,0
12000,36,370.48,2,RENT,Not Verified,17-Apr,car,4.03,1998,10,2,14,27,Individual,9,0,4.845135264,752,3.831293744,0
24000,60,791.14,5,RENT,Source Verified,17-May,car,21,2003,8,0,10.1,29,Individual,0,0,4.982275757,767,4.006294858,0
15000,36,542.22,9,MORTGAGE,Not Verified,17-Apr,car,2.25,1999,37,0,2.1,85,Individual,6,0,4.845104244,707,3.256958153,0
8800,36,295.41,10,MORTGAGE,Not Verified,17-Apr,car,20.85,2003,10,0,45.9,21,Individual,2,0,4.748195782,682,4.049450618,0
12800,60,280.8,10,MORTGAGE,Not Verified,17-Apr,car,19.84,1998,8,0,62.1,25,Individual,4,0,4.778158489,717,4.329418221,0
6000,36,194.99,10,MORTGAGE,Source Verified,17-Apr,car,28.54,1999,25,0,21.1,39,Individual,1,0,4.721818856,712,3.736476182,0
6900,36,231.63,0,RENT,Not Verified,17-Apr,car,23.47,2006,7,1,27.5,11,Individual,0,1,4.556314564,692,3.854123782,0
6000,36,201.42,2,RENT,Source Verified,17-Apr,car,18.85,2006,15,0,69.5,21,Individual,0,0,4.857338528,692,3.956120386,0
6000,36,197.83,10,MORTGAGE,Source Verified,17-Apr,car,9,2010,9,0,76.5,15,Individual,1,0,4.903095416,712,4.290212747,0
16800,60,483.21,10,MORTGAGE,Not Verified,17-Apr,car,13.54,2003,12,1,41.6,18,Individual,0,1,4.812920038,687,3.930592488,0
6000,36,197.55,10,MORTGAGE,Source Verified,17-Apr,car,24.52,2007,10,1,12.7,18,Individual,3,1,4.812920038,687,3.636989102,0
4200,36,129.67,5,MORTGAGE,Not Verified,17-Apr,car,2.95,2011,5,0,0,21,Individual,4,0,4.954247335,727,0,0
11000,60,248.83,2,OWN,Not Verified,17-Apr,car,0.89,1999,6,1,0.3,19,Individual,3,1,4.929403597,677,1.806179974,0
3025,36,102.64,0,RENT,Source Verified,17-Apr,car,3.07,1997,5,0,18.7,6,Individual,0,0,4.53149169,662,3.351989455,0
3000,36,94,10,OWN,Source Verified,17-Apr,car,18.43,2006,8,1,41.1,15,Individual,0,0,4.812920038,702,3.511214701,0
3525,36,120.46,,RENT,Not Verified,17-Apr,car,17.68,2001,10,0,25.2,15,Individual,0,0,4.380229337,737,3.969415912,0
9000,36,347.17,0,OWN,Source Verified,17-Apr,car,4.18,2011,26,0,19.2,27,Individual,0,0,4.431379849,737,3.265760917,1
2000,36,65.85,9,RENT,Not Verified,17-Apr,car,12.08,2004,5,0,2.5,9,Individual,0,0,4.477135731,732,2.350248018,0
3000,36,103.99,4,RENT,Source Verified,17-Apr,car,0.28,2005,7,0,8.8,8,Individual,0,0,5.033427777,692,3.151063253,0
7425,36,261.01,,RENT,Not Verified,17-Apr,car,29.41,1985,7,0,17,25,Individual,0,0,4.50516355,797,3.811709027,0
2725,36,84.13,2,RENT,Source Verified,17-Apr,car,14.3,2005,16,0,14.8,39,Individual,0,0,4.53149169,727,3.179264464,0
4000,36,120.46,10,MORTGAGE,Source Verified,17-Apr,car,1.47,2002,12,0,5.9,20,Individual,3,0,4.799347443,802,3.241048151,0
2000,36,69.33,0,RENT,Not Verified,17-Apr,car,33.2,2011,4,0,23.3,10,Individual,0,0,4.477135731,747,3.269979677,0
7000,36,218.13,10,MORTGAGE,Not Verified,13-Dec,car,25.64,1998,7,0,70.2,25,Individual,4,0,5.021193435,722,3.850646235,0
8000,36,265.68,1,MORTGAGE,Verified,13-Dec,car,14.19,1989,9,0,16.4,26,Individual,2,0,5.012841441,752,3.997735777,0
10000,36,349.65,2,RENT,Not Verified,13-Dec,car,6.28,2004,10,0,93.6,22,Individual,0,0,4.886496365,662,3.874307833,1
4200,60,98.76,10,OWN,Verified,13-Dec,car,16.37,2001,7,0,62.1,17,Individual,1,0,4.69897869,697,3.717254313,0
6075,36,210.54,1,MORTGAGE,Not Verified,13-Dec,car,7.37,2002,8,0,43,30,Individual,2,0,4.763435481,692,3.426185825,0
13500,36,458.33,5,RENT,Source Verified,13-Dec,car,29.51,1996,12,0,21,29,Individual,0,0,4.857338528,727,3.896691527,0
35000,60,956.35,6,MORTGAGE,Verified,13-Dec,car,11.1,2001,26,0,47.6,44,Individual,4,0,5.079184865,687,4.156306799,1
10000,36,339.5,2,RENT,Not Verified,13-Dec,car,17.79,2000,8,0,51.5,14,Individual,0,0,4.477135731,727,3.801883707,0
20000,36,635.07,2,MORTGAGE,Verified,13-Dec,car,8.49,2009,4,0,31.9,10,Individual,0,0,4.826081285,707,3.282622113,0
5000,36,170.84,9,MORTGAGE,Not Verified,13-Dec,car,2.8,1981,6,0,64.2,15,Individual,3,0,4.875067054,682,3.732152418,0
7800,36,295.8,7,RENT,Source Verified,13-Dec,car,14.18,2003,21,0,0,52,Individual,0,0,4.602070849,682,0,0
24000,60,570.71,4,RENT,Source Verified,13-Dec,car,3.42,1998,6,0,29.6,29,Individual,6,0,5.230451476,667,3.170848204,1
10000,36,371.49,0,RENT,Not Verified,13-Dec,car,1.01,2000,3,0,43.5,11,Individual,0,0,5.217486576,677,3.667639706,0
4800,36,150.2,5,RENT,Not Verified,13-Dec,car,13.77,2002,7,0,47.7,18,Individual,0,0,4.954247335,742,4.134559577,0
6900,36,243.41,5,OWN,Verified,13-Dec,car,23.86,2004,21,0,54.4,34,Individual,0,0,4.627376099,722,4.388633969,0
4000,36,132.84,8,MORTGAGE,Not Verified,13-Dec,car,10.36,2001,11,0,24,18,Individual,1,0,4.716011695,727,3.511214701,0
10000,60,226.77,0,RENT,Verified,13-Dec,car,16.43,2000,11,0,57.8,32,Individual,2,0,4.903095416,702,4.143795204,0
14000,36,444.55,8,RENT,Not Verified,13-Dec,car,0.99,2005,7,0,0.5,11,Individual,0,0,4.811581708,782,2.281033367,0
3000,36,101.85,8,RENT,Verified,13-Dec,car,14.86,1994,4,0,27,19,Individual,0,0,4.591075743,727,3.335056519,0
5000,36,156.46,10,OWN,Not Verified,13-Dec,car,4.19,1997,4,0,7.1,20,Individual,4,0,4.225335132,802,3.164947373,0
5000,36,176.38,6,RENT,Not Verified,13-Dec,car,4.32,2010,3,0,56.9,4,Individual,0,0,4.526352203,717,3.056523724,0
18000,60,469.12,2,RENT,Verified,13-Dec,car,16.41,2001,7,1,73.1,12,Individual,1,1,4.944487607,662,3.656481516,0
6000,36,186.97,0,RENT,Not Verified,13-Dec,car,6.74,1993,9,0,16,12,Individual,0,0,4.778158489,787,4.133826214,0
1400,36,53.76,,RENT,Verified,13-Dec,car,8.2,2007,2,0,69.4,3,Individual,0,0,3.778223627,707,3.096910013,0
3000,36,98.21,,MORTGAGE,Verified,13-Dec,car,15.39,1968,12,0,72.5,24,Individual,4,0,5.000004343,722,4.470101641,0
6400,36,205.52,0,RENT,Not Verified,13-Dec,car,14.54,2003,8,0,1,31,Individual,2,0,5.041396633,712,1.875061263,0
2500,36,92.88,9,MORTGAGE,Verified,13-Dec,car,4.34,1998,5,1,95.2,15,Individual,2,1,4.778158489,677,4.605154148,0
14400,36,450.58,10,RENT,Verified,13-Dec,car,11.59,1999,13,0,77.4,28,Individual,9,0,5.352184448,687,4.286793176,0
5375,36,191.61,10,MORTGAGE,Source Verified,13-Dec,car,11.59,1999,27,2,88.1,47,Individual,3,0,4.929424035,662,3.513483957,0
2700,36,92.9,8,RENT,Not Verified,13-Dec,car,16.12,1998,9,0,41.4,16,Individual,0,0,4.477135731,677,3.456062224,0
3500,36,120.43,10,MORTGAGE,Source Verified,13-Dec,car,19.44,2007,6,1,36.1,8,Individual,0,1,4.656107789,682,3.687796411,0
1500,36,51.99,4,RENT,Verified,13-Dec,car,30.13,2009,7,0,25.7,8,Individual,0,0,4.255296632,722,3.203304916,0
11200,60,278.29,0,MORTGAGE,Source Verified,13-Dec,car,9.32,2001,14,0,48.5,30,Individual,1,0,4.903095416,687,4.080337823,0
8325,36,325.31,10,RENT,Not Verified,13-Dec,car,14.7,2005,13,0,77.1,18,Individual,0,0,4.778158489,672,3.790496277,1
4000,36,134.49,7,RENT,Not Verified,13-Dec,car,1.52,2005,5,0,5.8,12,Individual,1,0,4.556314564,742,2.857332496,0
1400,36,47.08,8,RENT,Not Verified,13-Dec,car,23.81,1987,14,0,94,39,Individual,0,0,4.903095416,677,4.174554035,0
24000,36,750.97,10,MORTGAGE,Verified,13-Dec,car,9.33,1987,19,0,25.6,41,Individual,4,0,5.296667384,732,4.328318431,0
16350,60,487.6,6,OWN,Verified,13-Dec,car,28.83,1995,13,1,52.9,28,Individual,0,1,4.662767273,697,3.93277807,0
6500,36,203.39,2,MORTGAGE,Source Verified,13-Dec,car,20.43,1994,16,0,40.1,56,Individual,4,0,4.880819307,732,4.075546961,0
4000,36,143.75,1,RENT,Not Verified,13-Dec,car,8.47,2007,4,0,61.6,24,Individual,0,0,4.5185271,677,3.169968174,0
2000,36,71.3,10,RENT,Verified,13-Dec,car,11.4,1974,11,1,14.9,50,Individual,6,1,4.477135731,672,3.573219827,0
14000,36,499.07,5,MORTGAGE,Verified,13-Dec,car,10.64,1990,8,0,72.1,22,Individual,4,0,5.068189574,667,4.610127613,0
3825,36,137.46,,RENT,Verified,13-Dec,car,32.86,1978,7,1,49.2,38,Individual,3,1,4.361822238,672,3.595496222,0
5000,36,160.57,6,MORTGAGE,Verified,13-Dec,car,20.27,2006,10,0,0.9,24,Individual,3,0,4.511896724,777,1.531478917,1
4500,36,155.95,4,RENT,Not Verified,13-Dec,car,13.04,1998,8,0,42.4,14,Individual,0,0,4.477135731,707,4.021767973,0
4000,36,135.8,2,MORTGAGE,Source Verified,13-Dec,car,9.88,1988,13,0,45.8,30,Individual,3,0,4.911695481,722,4.463385269,0
6600,36,206.52,8,MORTGAGE,Not Verified,13-Dec,car,11.19,1994,7,1,33.6,19,Individual,3,1,5.079184865,717,3.673113104,0
6500,36,197.84,3,RENT,Not Verified,13-Dec,car,4.98,2003,8,0,41.6,17,Individual,0,0,4.778158489,772,3.746634199,0
24000,36,747.88,6,RENT,Source Verified,13-Dec,car,4.21,1996,5,0,18.4,33,Individual,7,0,5.698970873,707,3.533263517,0
32350,60,925.02,0,RENT,Verified,13-Dec,car,10.8,1998,9,0,65,15,Individual,1,0,4.857338528,662,3.850278553,1
4500,36,138.17,6,OWN,Not Verified,13-Dec,car,5.65,2000,7,0,18.1,24,Individual,0,0,4.987670733,787,3.669409867,0
8500,36,288.58,1,MORTGAGE,Not Verified,13-Dec,car,6.39,1988,3,0,80,4,Individual,0,0,4.568213462,672,3.943988875,0
8225,36,302.42,1,OWN,Not Verified,13-Dec,car,18.95,2007,6,0,66.1,9,Individual,0,0,4.5185271,687,3.798028793,0
5000,36,160.57,6,MORTGAGE,Source Verified,13-Dec,car,13.2,1988,9,0,74.2,17,Individual,1,0,5.136942413,727,4.70166295,0
6000,36,209.79,10,MORTGAGE,Verified,13-Dec,car,13.55,1993,13,0,75,28,Individual,4,0,4.770859373,667,4.274665769,0
11050,36,377.56,10,MORTGAGE,Verified,13-Dec,car,32.27,2001,14,0,70.5,32,Individual,1,0,4.776708446,702,4.396251669,0
6000,60,133.44,0,RENT,Source Verified,13-Dec,car,13.9,2000,15,0,47.2,27,Individual,2,0,4.681250285,712,4.334333097,0
5600,36,194.08,1,RENT,Verified,13-Dec,car,11.97,2001,14,1,62.9,19,Individual,0,1,4.954247335,672,4.262261193,0
4725,36,187.85,1,RENT,Not Verified,13-Dec,car,19.58,2009,6,0,53.9,7,Individual,0,0,4.204147125,677,3.951725975,0
15000,36,481.69,8,MORTGAGE,Source Verified,13-Dec,car,20.94,1967,14,0,65,32,Individual,3,0,5.130336985,707,4.231189145,0
24000,36,806.93,10,RENT,Verified,13-Dec,car,8.11,1987,12,0,1.7,27,Individual,0,0,5.053082287,732,3.056523724,1
11000,60,314.54,8,OWN,Source Verified,13-Dec,car,16.82,2003,15,0,87.3,22,Individual,0,0,4.662767273,667,4.131522429,1
1550,36,57.23,0,OWN,Not Verified,13-Dec,car,16.29,2001,4,0,7.4,6,Individual,0,0,4.225335132,732,2.924795996,0
4300,36,154.94,8,MORTGAGE,Source Verified,13-Dec,car,5.43,2000,14,0,21.5,27,Individual,1,0,4.548524538,667,3.590172832,0
11000,36,387.82,4,RENT,Not Verified,13-Dec,car,18.21,2008,10,0,49.1,15,Individual,0,0,4.602070849,682,3.908216853,0
10000,60,238.43,3,MORTGAGE,Source Verified,13-Dec,car,16.56,1994,18,1,30,22,Individual,1,1,4.992999512,722,3.946452265,0
3800,36,118.91,2,OWN,Source Verified,13-Dec,car,27.51,1989,11,0,31.7,39,Individual,2,0,4.864517014,817,3.821775467,0
13225,60,392.61,0,RENT,Verified,13-Dec,car,4.29,2007,5,0,88.8,6,Individual,0,0,4.755882475,677,3.907303849,0
10000,36,332.1,2,MORTGAGE,Verified,13-Dec,car,8.04,1981,7,0,47.9,20,Individual,4,0,4.69897869,662,3.926188049,0
6000,36,209.79,10,MORTGAGE,Source Verified,13-Dec,car,20.09,1998,10,0,48.9,35,Individual,5,0,4.903095416,662,3.789792168,1
25600,36,850.17,1,MORTGAGE,Source Verified,13-Dec,car,30.31,2001,10,0,43.9,42,Individual,0,0,4.778158489,692,4.348460636,0
8025,36,270.36,,RENT,Source Verified,13-Dec,car,14.43,2010,5,0,48.8,6,Individual,0,0,4.653222165,717,3.679427897,1
8000,36,274.59,2,OWN,Not Verified,13-Dec,car,4.22,2008,3,0,39.2,7,Individual,0,0,4.39795738,707,3.522704993,0
11225,36,381.85,4,RENT,Verified,13-Dec,car,22.48,1996,10,1,47.8,19,Individual,0,1,4.506383251,697,4.150480122,1
21000,60,616.26,5,OWN,Source Verified,13-Dec,car,10.31,2005,13,0,85.6,17,Individual,0,0,4.954247335,667,4.194958122,0
1600,36,57.13,10,OWN,Not Verified,13-Dec,car,12.1,1993,7,1,55,12,Individual,1,1,4.39795738,662,3.753353213,0
6000,36,187.75,10,MORTGAGE,Verified,13-Dec,car,0.56,1993,5,0,26.6,23,Individual,7,0,5.021193435,802,3.388278863,0
14125,60,370.47,10,OWN,Verified,13-Dec,car,7.81,2000,4,1,89.4,7,Individual,2,1,4.870358249,662,4.118826663,0
6600,36,224.52,3,RENT,Not Verified,13-Dec,car,17.61,1998,13,0,77,32,Individual,4,0,4.903095416,687,4.349083169,0
19000,60,488.18,10,RENT,Source Verified,13-Dec,car,19.94,1999,13,0,69.2,23,Individual,0,0,4.812920038,677,3.980094314,1
6000,36,190.52,7,MORTGAGE,Not Verified,13-Dec,car,12.03,2000,5,0,36.2,22,Individual,1,0,4.556314564,692,3.655618584,0
10625,60,273,10,RENT,Verified,13-Dec,car,11.97,1999,13,0,46.4,15,Individual,0,0,4.568213462,702,3.780749231,1
21000,36,657.1,4,RENT,Source Verified,13-Dec,car,5.93,2009,4,0,12.2,5,Individual,0,0,4.991230507,762,3.209246849,0
7200,36,251.75,5,RENT,Not Verified,13-Nov,car,13.99,1994,7,0,88.4,14,Individual,0,0,4.544080453,677,4.102021857,1
14400,60,337.31,2,OWN,Source Verified,13-Nov,car,21.19,1988,13,0,58.7,34,Individual,2,0,5.189773762,707,4.579040088,0
13700,36,420.65,6,MORTGAGE,Source Verified,13-Dec,car,15.11,1986,14,0,11.2,21,Individual,3,0,4.633478555,752,3.932524497,0
9250,36,326.12,2,OWN,Not Verified,13-Nov,car,13.27,2004,14,0,52.1,27,Individual,0,0,4.524668688,687,3.770336441,0
5000,36,160.57,7,MORTGAGE,Not Verified,13-Nov,car,21.89,1999,13,0,47.5,20,Individual,1,0,4.897632589,697,3.922206277,0
7125,36,242.38,9,RENT,Not Verified,13-Dec,car,9.53,1969,7,0,63.4,11,Individual,0,0,4.5185271,732,3.797821311,0
5500,36,196.37,1,MORTGAGE,Verified,13-Dec,car,11.96,1994,9,1,49.6,23,Individual,2,1,4.414990051,672,3.677515705,0
8000,36,295.36,2,OWN,Verified,13-Nov,car,20.14,2009,14,0,67.6,22,Individual,1,0,4.69897869,667,3.871572936,0
4800,60,119.56,6,OWN,Verified,13-Nov,car,4.23,2002,5,0,39.4,13,Individual,2,0,4.566390348,717,3.604334073,0
13000,36,505.95,0,RENT,Verified,13-Nov,car,5.76,1990,3,0,97.7,8,Individual,0,0,4.653222165,682,3.98985011,0
3500,36,129.22,0,RENT,Not Verified,13-Nov,car,1.65,2010,5,0,28.4,6,Individual,0,0,4.594757072,707,3.356599436,0
9000,36,276.34,10,MORTGAGE,Verified,13-Nov,car,21.39,1988,14,0,51.7,25,Individual,3,0,5.096913487,782,4.2887186,0
11200,60,258.7,10,MORTGAGE,Verified,13-Nov,car,8.45,1994,12,0,1.6,24,Individual,7,0,4.903095416,777,4.708845638,0
11500,36,405.45,6,MORTGAGE,Not Verified,13-Nov,car,15.26,2007,12,0,71.9,24,Individual,1,0,4.748195782,682,3.865103975,1
2000,36,64.23,10,MORTGAGE,Not Verified,13-Nov,car,20.91,1994,10,0,59.7,27,Individual,6,0,4.80618676,702,4.581471774,0
4000,36,145.72,7,RENT,Verified,13-Nov,car,12.9,2003,8,0,39.2,24,Individual,0,0,4.18110008,677,3.589502796,0
16800,36,587.41,7,MORTGAGE,Not Verified,13-Nov,car,10.82,2002,11,0,56.9,19,Individual,0,0,4.778158489,662,3.967641564,0
4000,36,134.76,3,MORTGAGE,Source Verified,13-Nov,car,25.85,1992,11,0,23.5,26,Individual,1,0,4.69897869,732,3.577261954,0
8000,36,279.72,8,RENT,Source Verified,13-Nov,car,23.22,2002,13,0,50.6,17,Individual,0,0,4.568213462,707,4.052116551,0
14000,36,426.1,3,MORTGAGE,Not Verified,13-Nov,car,12.51,1997,7,0,25.2,16,Individual,1,0,4.903095416,782,4.058805487,0
5500,36,203.06,3,RENT,Verified,13-Nov,car,11.65,2004,12,0,43.3,32,Individual,1,0,4.875067054,682,3.876852648,0
13475,60,402.1,6,RENT,Verified,13-Nov,car,5.59,2004,5,0,85.6,7,Individual,0,0,4.716011695,667,3.752278985,1
2500,36,81.84,10,MORTGAGE,Verified,13-Nov,car,8.56,2002,16,0,60.1,47,Individual,9,0,5.196919185,682,4.774443969,0
20125,36,739.74,4,RENT,Verified,13-Nov,car,23.53,2001,22,0,52,41,Individual,0,0,4.653222165,707,4.485252817,0
6400,36,222.18,3,MORTGAGE,Not Verified,13-Nov,car,10.49,2008,10,0,87.9,11,Individual,1,0,5.00860443,667,3.996905511,0
3600,36,119.56,5,MORTGAGE,Verified,13-Nov,car,29.54,2006,15,0,66,27,Individual,1,0,4.875067054,692,4.188900373,0
35000,36,1223.77,9,MORTGAGE,Source Verified,13-Nov,car,10.34,2004,16,0,68.2,33,Individual,1,0,4.963792548,682,4.669019189,0
13475,60,388.28,0,RENT,Source Verified,13-Nov,car,12.78,2001,19,0,44.9,53,Individual,0,0,4.568213462,672,3.792391689,1
6000,36,192.68,3,RENT,Verified,13-Nov,car,19.2,2004,6,0,0,13,Individual,0,0,4.556314564,787,0,0
5000,36,163.67,8,RENT,Not Verified,13-Nov,car,16.87,1999,14,0,79.9,22,Individual,0,0,4.711815662,687,4.187999872,0
10000,60,230.98,6,MORTGAGE,Source Verified,13-Nov,car,27.55,1998,14,0,29.5,31,Individual,1,0,4.778158489,697,3.933993164,0
15000,36,586.14,0,RENT,Not Verified,13-Nov,car,11.16,2008,5,0,64.3,6,Individual,0,0,4.602070849,667,3.489395922,0
3500,36,122.38,6,MORTGAGE,Not Verified,13-Nov,car,24.86,2000,11,0,87.6,24,Individual,1,0,4.778158489,662,3.805704704,0
10000,60,288.15,5,RENT,Source Verified,13-Dec,car,11.77,2005,8,0,88.3,17,Individual,0,0,4.740370586,667,4.150295813,0
9000,36,324.29,10,MORTGAGE,Not Verified,13-Nov,car,5.18,2004,9,0,42.6,11,Individual,0,0,4.676702753,667,3.633367445,0
4500,36,153.08,10,RENT,Verified,13-Dec,car,22,2004,10,0,34.2,14,Individual,0,0,4.477135731,677,3.690018781,0
3000,60,83.55,4,MORTGAGE,Source Verified,13-Nov,car,29.02,2000,16,0,60.2,26,Individual,2,0,4.792398694,662,4.644123341,1
16425,36,563.77,8,RENT,Not Verified,13-Nov,car,15.92,2002,24,0,25.3,43,Individual,0,0,4.845104244,692,3.812913357,0
21000,60,550.78,2,MORTGAGE,Source Verified,13-Nov,car,20.25,2006,7,0,37.9,10,Individual,1,0,4.681250285,707,3.57840997,1
4000,36,149.07,0,RENT,Not Verified,13-Nov,car,6.97,2001,6,0,14.7,10,Individual,0,0,4.190359716,687,3.36267093,1
7550,36,247.15,0,OWN,Not Verified,13-Nov,car,7.15,1992,5,0,8,21,Individual,7,0,4.858495089,692,2.715167358,0
11200,36,349.01,6,RENT,Not Verified,13-Nov,car,10.87,1995,7,0,37.3,22,Individual,1,0,4.845104244,732,3.56312496,0
5600,36,179.83,7,OWN,Not Verified,13-Nov,car,24.41,2004,11,0,1.5,19,Individual,0,0,4.380229337,797,2.444044796,0
12800,36,447.55,10,RENT,Verified,13-Nov,car,20.75,2001,9,0,21.4,19,Individual,0,0,4.812920038,747,3.500373714,0
5000,36,176.28,2,RENT,Verified,13-Nov,car,8.32,2007,6,0,76.6,6,Individual,0,0,4.50516355,677,3.888853167,0
5000,36,153.52,2,OWN,Not Verified,13-Nov,car,18.88,2004,15,0,18.2,25,Individual,2,0,4.748195782,757,4.049295568,0
22750,36,755.52,4,MORTGAGE,Verified,13-Nov,car,15.76,2004,22,0,67.6,42,Individual,3,0,5.041396633,687,4.344470872,0
18500,60,485.21,8,OWN,Verified,13-Nov,car,2.82,1994,3,0,53.1,8,Individual,0,0,4.819550516,692,3.623042434,0
5500,36,202.17,5,RENT,Verified,13-Nov,car,34.77,1991,9,1,39.1,16,Individual,0,1,4.557471109,712,4.058084225,0
2500,36,83.03,3,RENT,Verified,13-Nov,car,5.44,1996,10,3,26.7,25,Individual,0,1,5.000004343,662,3.413467413,0
6500,36,208.74,3,MORTGAGE,Verified,13-Dec,car,21.78,2005,10,0,8.8,16,Individual,1,0,4.812920038,702,3.068185862,0
16000,60,411.1,10,RENT,Verified,13-Nov,car,25.74,2002,12,0,60.9,34,Individual,3,0,4.763435481,682,4.313635254,0
4400,36,137.68,2,RENT,Not Verified,13-Nov,car,26.26,1999,19,0,54.2,31,Individual,0,0,4.653222165,702,4.102879435,0
25000,36,830.24,1,OWN,Source Verified,13-Nov,car,20.98,2003,21,0,34.8,27,Individual,0,0,5.071885688,707,3.575072326,0
7000,36,238.13,0,RENT,Not Verified,13-Nov,car,16.7,2004,7,0,42.2,16,Individual,0,0,4.845104244,697,3.444513206,0
3600,36,119.56,9,RENT,Not Verified,13-Nov,car,12.78,1982,14,0,41.3,33,Individual,10,0,5.096913487,707,3.936664513,0
4000,36,132.84,4,OWN,Verified,13-Nov,car,15.75,1986,9,0,0,36,Individual,7,0,4.760430023,707,0,0
18000,36,560.91,1,RENT,Source Verified,13-Nov,car,6.95,2006,13,0,21,15,Individual,0,0,4.903095416,762,3.848620117,0
